Hora;Nombre completo del usuario;Usuario afectado;Nombre evento;Descripción;Dirección IP
14/03/2020 11:16;Alumna1;-;Módulo de curso visto;The user with id '258' viewed the 'resource' activity with course module id '268'.;217.125.48.43
14/03/2020 11:16;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 11:16;Alumna1;-;Módulo de curso visto;The user with id '258' viewed the 'resource' activity with course module id '272'.;217.125.48.43
14/03/2020 11:15;Alumna1;-;Curso visto;The user with id '258' viewed the course with id '39'.;217.125.48.43
14/03/2020 11:15;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 11:13;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 11:11;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 11:11;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 11:00;Admin Manuel R.;Alumno2;Finalización de actividad de curso actualizada;The user with id '2' overrode the completion state to '0' for the course module with id '258' for the user with id '252'.;87.221.75.73
14/03/2020 10:59;Admin Manuel R.;-;Informe de actividad visto;The user with id '2' viewed the outline activity report for the course with id '39'.;87.221.75.73
14/03/2020 10:58;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 10:57;Admin Manuel R.;-;Informe de registros visto;The user with id '2' viewed the log report for the course with id '39'.;87.221.75.73
14/03/2020 10:56;Admin Manuel R.;Alumna3;Informe de registros de usuario visto;The user with id '2' viewed the user log report for the user with id '260'.;87.221.75.73
14/03/2020 10:56;Admin Manuel R.;Alumna3;Informe de registros de usuario visto;The user with id '2' viewed the user log report for the user with id '260'.;87.221.75.73
14/03/2020 10:56;Admin Manuel R.;Alumna3;Outline report viewed;The user with id '2' viewed the outline report for the user with id '260' for the course with id '39'.;87.221.75.73
14/03/2020 10:56;Admin Manuel R.;Alumna3;Outline report viewed;The user with id '2' viewed the outline report for the user with id '260' for the course with id '39'.;87.221.75.73
14/03/2020 10:55;Admin Manuel R.;Alumna3;Informe de registros de usuario visto;The user with id '2' viewed the user log report for the user with id '260'.;87.221.75.73
14/03/2020 10:54;Admin Manuel R.;Alumna3;Perfil de usuario visto;The user with id '2' viewed the profile for the user with id '260' in the course with id '39'.;87.221.75.73
14/03/2020 10:53;Admin Manuel R.;-;Informe del calificador visto;The user with id '2' viewed the grader report in the gradebook.;87.221.75.73
14/03/2020 10:52;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;87.221.75.73
14/03/2020 10:51;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '208'.;87.221.75.73
14/03/2020 10:51;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;87.221.75.73
13/03/2020 20:44;Admin Manuel R.;Alumno4;Informe de registros de usuario visto;The user with id '2' viewed the user log report for the user with id '262'.;87.221.75.73
13/03/2020 20:42;Admin Manuel R.;Alumno4;Informe de registros de usuario visto;The user with id '2' viewed the user log report for the user with id '262'.;87.221.75.73
13/03/2020 20:42;Admin Manuel R.;Alumno4;Perfil de usuario visto;The user with id '2' viewed the profile for the user with id '262' in the course with id '39'.;87.221.75.73
13/03/2020 20:41;Admin Manuel R.;-;Lista de usuarios vista;The user with id '2' viewed the list of users in the course with id '39'.;87.221.75.73
13/03/2020 20:40;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;87.221.75.73
13/03/2020 20:38;Admin Manuel R.;-;Informe del calificador visto;The user with id '2' viewed the grader report in the gradebook.;87.221.75.73
13/03/2020 20:36;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;87.221.75.73
13/03/2020 20:35;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '208'.;87.221.75.73
13/03/2020 20:35;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '208'.;87.221.75.73
13/03/2020 20:35;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;87.221.75.73
13/03/2020 12:51;Alumno5;-;Módulo de curso visto;The user with id '268' viewed the 'folder' activity with course module id '301'.;195.77.157.196
13/03/2020 12:50;Alumno5;-;Curso visto;The user with id '268' viewed the course with id '39'.;195.77.157.196
13/03/2020 12:46;Alumno5;-;Se ha visualizado el estado de la entrega.;The user with id '268' has viewed the submission status page for the assignment with course module id '232'.;195.77.157.196
13/03/2020 12:46;Alumno5;-;Módulo de curso visto;The user with id '268' viewed the 'assign' activity with course module id '232'.;195.77.157.196
13/03/2020 12:46;Alumno5;-;Curso visto;The user with id '268' viewed the course with id '39'.;195.77.157.196
13/03/2020 12:45;Alumno5;Alumno5;Informe usuario del curso visto;The user with id '268' viewed the user report for the course with id '39' for user with id '268'.;195.77.157.196
13/03/2020 12:45;Alumno5;-;Se ha visualizado el estado de la entrega.;The user with id '268' has viewed the submission status page for the assignment with course module id '269'.;195.77.157.196
13/03/2020 12:45;Alumno5;-;Módulo de curso visto;The user with id '268' viewed the 'assign' activity with course module id '269'.;195.77.157.196
13/03/2020 12:45;Alumno5;-;Curso visto;The user with id '268' viewed the course with id '39'.;195.77.157.196
13/03/2020 12:45;Alumno5;-;Se ha visualizado el estado de la entrega.;The user with id '268' has viewed the submission status page for the assignment with course module id '257'.;195.77.157.196
13/03/2020 12:45;Alumno5;-;Módulo de curso visto;The user with id '268' viewed the 'assign' activity with course module id '257'.;195.77.157.196
13/03/2020 12:44;Alumno5;-;Curso visto;The user with id '268' viewed the course with id '39'.;195.77.157.196
13/03/2020 12:42;Alumno5;-;Se ha visualizado el estado de la entrega.;The user with id '268' has viewed the submission status page for the assignment with course module id '232'.;195.77.157.196
13/03/2020 12:42;Alumno5;-;Módulo de curso visto;The user with id '268' viewed the 'assign' activity with course module id '232'.;195.77.157.196
13/03/2020 12:42;Alumno5;-;Curso visto;The user with id '268' viewed the course with id '39'.;195.77.157.196
13/03/2020 12:09;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
13/03/2020 12:04;Alumna3;-;Módulo de curso visto;The user with id '260' viewed the 'folder' activity with course module id '301'.;37.222.51.156
13/03/2020 12:02;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
13/03/2020 12:00;Alumna3;Alumna3;Informe de notas de usuario visto;The user with id '260' viewed the user report in the gradebook.;37.222.51.156
13/03/2020 12:00;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
13/03/2020 12:00;Alumna3;-;Módulo de curso visto;The user with id '260' viewed the 'forum' activity with course module id '150'.;37.222.51.156
13/03/2020 11:59;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
13/03/2020 11:16;Alumno6;-;Curso visto;The user with id '263' viewed the course with id '39'.;31.4.245.175
13/03/2020 11:16;Alumno6;-;Módulo de curso visto;The user with id '263' viewed the 'forum' activity with course module id '258'.;31.4.245.175
13/03/2020 11:15;Alumno6;-;Se ha visualizado el estado de la entrega.;The user with id '263' has viewed the submission status page for the assignment with course module id '257'.;31.4.245.175
13/03/2020 11:15;Alumno6;-;Módulo de curso visto;The user with id '263' viewed the 'assign' activity with course module id '257'.;31.4.245.175
13/03/2020 11:08;Alumno6;Alumno6;Informe de notas de usuario visto;The user with id '263' viewed the user report in the gradebook.;31.4.245.175
13/03/2020 11:08;Alumno6;-;Curso visto;The user with id '263' viewed the course with id '39'.;31.4.245.175
13/03/2020 10:53;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
13/03/2020 10:53;Admin Manuel R.;-;Tema visto;The user with id '2' has viewed the discussion with id '29' in the forum with course module id '208'.;195.77.157.196
13/03/2020 10:53;Admin Manuel R.;-;Mensaje actualizado;The user with id '2' has updated the post with id '87' in the discussion with id '29' in the forum with course module id '208'.;195.77.157.196
13/03/2020 10:53;Admin Manuel R.;-;Algún contenido ha sido publicado.;The user with id '2' has posted content in the forum post with id '87' in the discussion '29' located in the forum with course module id '208'.;195.77.157.196
13/03/2020 10:51;Admin Manuel R.;-;Tema visto;The user with id '2' has viewed the discussion with id '29' in the forum with course module id '208'.;195.77.157.196
13/03/2020 10:51;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '208'.;195.77.157.196
13/03/2020 10:51;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Visualización de las Calificaciones;The user with id '2' viewed the grading table for the assignment with course module id '232'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'assign' activity with course module id '232'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Se ha visualizado el estado de la entrega.;The user with id '2' has viewed the submission status page for the assignment with course module id '232'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'assign' activity with course module id '232'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '208'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;Admin Manuel R.;Se ha suscrito a esta discusión;The user with id '2' subscribed the user with id '2' to the discussion with id '29' in the forum with the course module id '208'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Tema creado;The user with id '2' has created the discussion with id '29' in the forum with course module id '208'.;195.77.157.196
13/03/2020 10:50;Admin Manuel R.;-;Algún contenido ha sido publicado.;The user with id '2' has posted content in the forum post with id '87' in the discussion '29' located in the forum with course module id '208'.;195.77.157.196
13/03/2020 9:18;Alumno7;-;Curso visto;The user with id '269' viewed the course with id '39'.;87.223.30.0
13/03/2020 9:00;Alumno7;-;Directorio descargado en formato Zip;The user with id '269' downloaded a zip archive containing all the files from the folder activity with course module id '301'.;87.223.30.0
13/03/2020 8:59;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'folder' activity with course module id '301'.;87.223.30.0
13/03/2020 8:57;Alumno7;-;Curso visto;The user with id '269' viewed the course with id '39'.;87.223.30.0
13/03/2020 8:57;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'quiz' activity with course module id '236'.;87.223.30.0
13/03/2020 7:39;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'forum' activity with course module id '208'.;195.77.157.196
13/03/2020 7:38;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
13/03/2020 7:38;Admin Manuel R.;-;Se ha visualizado el estado de la entrega.;The user with id '2' has viewed the submission status page for the assignment with course module id '232'.;195.77.157.196
13/03/2020 7:38;Admin Manuel R.;-;Módulo de curso visto;The user with id '2' viewed the 'assign' activity with course module id '232'.;195.77.157.196
13/03/2020 7:38;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
13/03/2020 7:37;Admin Manuel R.;-;Informe del calificador visto;The user with id '2' viewed the grader report in the gradebook.;195.77.157.196
13/03/2020 7:37;Admin Manuel R.;-;Curso visto;The user with id '2' viewed the course with id '39'.;195.77.157.196
12/03/2020 18:56;Alumna8;-;Se ha visualizado el estado de la entrega.;The user with id '63' has viewed the submission status page for the assignment with course module id '257'.;85.61.123.29
12/03/2020 18:56;Alumna8;-;Módulo de curso visto;The user with id '63' viewed the 'assign' activity with course module id '257'.;85.61.123.29
12/03/2020 17:28;Profesor1;-;Se ha visualizado el estado de la entrega.;The user with id '286' has viewed the submission status page for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:28;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:27;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:27;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:27;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:27;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:27;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:27;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;Alumna3;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '260' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Se ha visualizado el estado de la entrega.;The user with id '286' has viewed the submission status page for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;Alumna9;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '272' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:26;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:25;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:25;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:25;Profesor1;Alumna10;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '267' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:25;Profesor1;Alumna8;Se ha calificado el envío.;The user with id '286' has graded the submission '87' for the user with id '63' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:25;Profesor1;Alumna8;Usuario calificado;The user with id '286' updated the grade with id '281' for the user with id '63' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:25;Profesor1;Alumna8;Usuario calificado;The user with id '286' updated the grade with id '337' for the user with id '63' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:24;Profesor1;Alumna8;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '63' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:24;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:24;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:23;Profesor1;-;Visualización de las Calificaciones;The user with id '286' viewed the grading table for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:23;Profesor1;-;Módulo de curso visto;The user with id '286' viewed the 'assign' activity with course module id '232'.;80.39.209.6
12/03/2020 17:23;Profesor1;Alumno11;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '31' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:23;Profesor1;Alumno11;Se ha calificado el envío.;The user with id '286' has graded the submission '92' for the user with id '31' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:22;Profesor1;Alumno11;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '31' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:22;Profesor1;Alumno12;Se ha calificado el envío.;The user with id '286' has graded the submission '95' for the user with id '266' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:22;Profesor1;Alumno12;Usuario calificado;The user with id '286' updated the grade with id '263' for the user with id '266' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:22;Profesor1;Alumno12;Usuario calificado;The user with id '286' updated the grade with id '353' for the user with id '266' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:19;Profesor1;Alumno12;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '266' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:19;Profesor1;Alumno13;Se ha calificado el envío.;The user with id '286' has graded the submission '58' for the user with id '253' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:19;Profesor1;Alumno13;Usuario calificado;The user with id '286' updated the grade with id '293' for the user with id '253' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:19;Profesor1;Alumno13;Usuario calificado;The user with id '286' updated the grade with id '340' for the user with id '253' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:17;Profesor1;Alumno13;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '253' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:17;Profesor1;Alumno14;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '265' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:17;Profesor1;Alumno15;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '264' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:17;Profesor1;Alumno6;Se ha calificado el envío.;The user with id '286' has graded the submission '100' for the user with id '263' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:17;Profesor1;Alumno6;Usuario calificado;The user with id '286' updated the grade with id '251' for the user with id '263' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:17;Profesor1;Alumno6;Usuario calificado;The user with id '286' updated the grade with id '350' for the user with id '263' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:16;Profesor1;Alumno6;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '263' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:16;Profesor1;Alumno16;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '251' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:15;Profesor1;Alumna1;Se ha calificado el envío.;The user with id '286' has graded the submission '88' for the user with id '258' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:15;Profesor1;Alumna1;Usuario calificado;The user with id '286' updated the grade with id '287' for the user with id '258' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:15;Profesor1;Alumna1;Usuario calificado;The user with id '286' updated the grade with id '345' for the user with id '258' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:14;Profesor1;Alumna1;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '258' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:14;Profesor1;Alumna17;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '256' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:14;Profesor1;Alumna18;Se ha calificado el envío.;The user with id '286' has graded the submission '99' for the user with id '259' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:14;Profesor1;Alumna18;Usuario calificado;The user with id '286' updated the grade with id '314' for the user with id '259' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:14;Profesor1;Alumna18;Usuario calificado;The user with id '286' updated the grade with id '346' for the user with id '259' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:12;Profesor1;Alumna18;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '259' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:12;Profesor1;Alumno4;Se ha calificado el envío.;The user with id '286' has graded the submission '57' for the user with id '262' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:12;Profesor1;Alumno4;Usuario calificado;The user with id '286' updated the grade with id '266' for the user with id '262' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:12;Profesor1;Alumno4;Usuario calificado;The user with id '286' updated the grade with id '349' for the user with id '262' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:10;Profesor1;Alumno4;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '262' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:10;Profesor1;Alumno19;Se ha calificado el envío.;The user with id '286' has graded the submission '59' for the user with id '254' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:10;Profesor1;Alumno19;Usuario calificado;The user with id '286' updated the grade with id '299' for the user with id '254' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:10;Profesor1;Alumno19;Usuario calificado;The user with id '286' updated the grade with id '341' for the user with id '254' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:08;Profesor1;Alumno19;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '254' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:08;Profesor1;Alumno2;Se ha calificado el envío.;The user with id '286' has graded the submission '56' for the user with id '252' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:08;Profesor1;Alumno2;Usuario calificado;The user with id '286' updated the grade with id '260' for the user with id '252' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:08;Profesor1;Alumno2;Usuario calificado;The user with id '286' updated the grade with id '339' for the user with id '252' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:06;Profesor1;Alumno2;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '252' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:06;Profesor1;Alumno20;Se ha calificado el envío.;The user with id '286' has graded the submission '94' for the user with id '261' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:06;Profesor1;Alumno20;Usuario calificado;The user with id '286' updated the grade with id '290' for the user with id '261' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:06;Profesor1;Alumno20;Usuario calificado;The user with id '286' updated the grade with id '348' for the user with id '261' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:05;Profesor1;Alumno20;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '261' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:05;Profesor1;Alumna3;Se ha calificado el envío.;The user with id '286' has graded the submission '55' for the user with id '260' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:05;Profesor1;Alumna3;Usuario calificado;The user with id '286' updated the grade with id '305' for the user with id '260' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:05;Profesor1;Alumna3;Usuario calificado;The user with id '286' updated the grade with id '347' for the user with id '260' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:04;Profesor1;Alumna3;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '260' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:04;Profesor1;Alumna9;Se ha calificado el envío.;The user with id '286' has graded the submission '97' for the user with id '272' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:04;Profesor1;Alumna9;Usuario calificado;The user with id '286' updated the grade with id '278' for the user with id '272' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:04;Profesor1;Alumna9;Usuario calificado;The user with id '286' updated the grade with id '358' for the user with id '272' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:03;Profesor1;Alumna9;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '272' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:03;Profesor1;Alumno7;Se ha calificado el envío.;The user with id '286' has graded the submission '90' for the user with id '269' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:03;Profesor1;Alumno7;Usuario calificado;The user with id '286' updated the grade with id '296' for the user with id '269' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:03;Profesor1;Alumno7;Usuario calificado;The user with id '286' updated the grade with id '356' for the user with id '269' for the grade item with id '111'.;80.39.209.6
12/03/2020 17:00;Profesor1;Alumno7;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '269' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:00;Profesor1;Alumno21;Se ha calificado el envío.;The user with id '286' has graded the submission '60' for the user with id '134' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 17:00;Profesor1;Alumno21;Usuario calificado;The user with id '286' updated the grade with id '257' for the user with id '134' for the grade item with id '97'.;80.39.209.6
12/03/2020 17:00;Profesor1;Alumno21;Usuario calificado;The user with id '286' updated the grade with id '338' for the user with id '134' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:58;Profesor1;Alumno21;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '134' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:58;Profesor1;Alumno22;Se ha calificado el envío.;The user with id '286' has graded the submission '98' for the user with id '271' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:58;Profesor1;Alumno22;Usuario calificado;The user with id '286' updated the grade with id '311' for the user with id '271' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:58;Profesor1;Alumno22;Usuario calificado;The user with id '286' updated the grade with id '357' for the user with id '271' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:57;Profesor1;Alumno22;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '271' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:57;Profesor1;Alumno23;Se ha calificado el envío.;The user with id '286' has graded the submission '96' for the user with id '257' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:57;Profesor1;Alumno23;Usuario calificado;The user with id '286' updated the grade with id '308' for the user with id '257' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:57;Profesor1;Alumno23;Usuario calificado;The user with id '286' updated the grade with id '344' for the user with id '257' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:55;Profesor1;Alumno23;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '257' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:55;Profesor1;Alumno24;Se ha calificado el envío.;The user with id '286' has graded the submission '91' for the user with id '273' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:55;Profesor1;Alumno24;Usuario calificado;The user with id '286' updated the grade with id '284' for the user with id '273' for the grade item with id '97'.;80.39.209.6
12/03/2020 16:55;Profesor1;Alumno24;Usuario calificado;The user with id '286' updated the grade with id '359' for the user with id '273' for the grade item with id '111'.;80.39.209.6
12/03/2020 16:54;Profesor1;Alumno24;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '273' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:54;Profesor1;Tutor1;Formulario de calificaciones visto;The user with id '286' viewed the grading form for the user with id '18' for the assignment with course module id '232'.;80.39.209.6
12/03/2020 16:54;Profesor1;Alumno5;Se ha calificado el envío.;The user with id '286' has graded the submission '86' for the user with id '268' for the assignment with course module id '232'.;80.39.209.6
