Hora;Nombre completo del usuario;Usuario afectado;Nombre evento;Descripción;Dirección IP
22/02/2020 23:19;Alumna10;-;Se ha visualizado el estado de la entrega.;The user with id '267' has viewed the submission status page for the assignment with course module id '232'.;217.216.174.197
22/02/2020 23:19;Alumna10;-;Módulo de curso visto;The user with id '267' viewed the 'assign' activity with course module id '232'.;217.216.174.197
22/02/2020 23:16;Alumno12;-;Curso visto;The user with id '266' viewed the course with id '39'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Intento del cuestionario revisado;The user with id '266' has had their attempt with id '60' reviewed by the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Intento enviado;The user with id '266' has submitted the attempt with id '60' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Usuario calificado;The user with id '266' updated the grade with id '263' for the user with id '266' for the grade item with id '97'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Usuario calificado;The user with id '266' updated the grade with id '418' for the user with id '266' for the grade item with id '113'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Finalización de actividad de curso actualizada;The user with id '266' updated the completion state for the course module with id '255' for the user with id '266'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Resumen del intento de cuestionario visualizado;The user with id '266' has viewed the summary for the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:16;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:15;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:15;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:15;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:14;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:14;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:13;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:13;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:13;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:12;Alumno12;Alumno12;Intento de cuestionario visualizado;The user with id '266' has viewed the attempt with id '60' belonging to the user with id '266' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:12;Alumno12;Alumno12;Ha comenzado el intento;The user with id '266' has started the attempt with id '60' for the quiz with course module id '255'.;85.137.125.12
22/02/2020 23:12;Alumno12;-;Módulo de curso visto;The user with id '266' viewed the 'quiz' activity with course module id '255'.;85.137.125.12
22/02/2020 23:12;Alumno12;-;Curso visto;The user with id '266' viewed the course with id '39'.;85.137.125.12
22/02/2020 23:12;Alumno12;-;Módulo de curso visto;The user with id '266' viewed the 'quiz' activity with course module id '255'.;85.137.125.12
22/02/2020 21:55;Alumno24;-;Se ha visualizado el estado de la entrega.;The user with id '273' has viewed the submission status page for the assignment with course module id '232'.;85.137.102.2
22/02/2020 21:55;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '232'.;85.137.102.2
22/02/2020 21:55;Alumno24;-;Curso visto;The user with id '273' viewed the course with id '39'.;85.137.102.2
22/02/2020 21:55;Alumno24;-;Se ha visualizado el estado de la entrega.;The user with id '273' has viewed the submission status page for the assignment with course module id '257'.;85.137.102.2
22/02/2020 21:55;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '257'.;85.137.102.2
22/02/2020 21:55;Alumno24;-;Curso visto;The user with id '273' viewed the course with id '39'.;85.137.102.2
22/02/2020 21:54;Alumno24;Alumno24;Formulario de entrega visto.;The user with id '273' viewed their submission for the assignment with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Se ha enviado una entrega;The user with id '273' has submitted the submission with id '101' for the assignment with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;Alumno24;Entrega creada.;The user with id '273' created a file submission and uploaded '1' file/s in the assignment with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Un fichero ha sido subido.;The user with id '273' has uploaded a file to the submission with id '101' in the assignment activity with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;Alumno24;Formulario de entrega visto.;The user with id '273' viewed their submission for the assignment with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Se ha visualizado el estado de la entrega.;The user with id '273' has viewed the submission status page for the assignment with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '257'.;85.137.102.2
22/02/2020 21:54;Alumno24;-;Curso visto;The user with id '273' viewed the course with id '39'.;85.137.102.2
22/02/2020 21:53;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'folder' activity with course module id '189'.;85.137.102.2
22/02/2020 21:08;Alumna10;-;Se ha visualizado el estado de la entrega.;The user with id '267' has viewed the submission status page for the assignment with course module id '232'.;217.216.174.197
22/02/2020 21:08;Alumna10;-;Módulo de curso visto;The user with id '267' viewed the 'assign' activity with course module id '232'.;217.216.174.197
22/02/2020 21:08;Alumna10;-;Curso visto;The user with id '267' viewed the course with id '39'.;217.216.174.197
22/02/2020 21:08;Alumna10;-;Módulo de curso visto;The user with id '267' viewed the 'quiz' activity with course module id '236'.;217.216.174.197
22/02/2020 21:07;Alumna10;-;Curso visto;The user with id '267' viewed the course with id '39'.;217.216.174.197
22/02/2020 19:55;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:55;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:54;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 19:54;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:54;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 19:53;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Se ha enviado una entrega;The user with id '31' has submitted the submission with id '72' for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;Alumno11;Finalización de actividad de curso actualizada;The user with id '31' updated the completion state for the course module with id '232' for the user with id '31'.;2.59.95.231
22/02/2020 19:53;Alumno11;Alumno11;Entrega creada.;The user with id '31' created a file submission and uploaded '1' file/s in the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Un fichero ha sido subido.;The user with id '31' has uploaded a file to the submission with id '72' in the assignment activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '232'.;2.59.95.231
22/02/2020 19:53;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 19:52;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 19:52;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:52;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:52;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:52;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:52;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:52;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;-;Se ha enviado una entrega;The user with id '31' has submitted the submission with id '94' for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;Alumno11;Entrega creada.;The user with id '31' created a file submission and uploaded '1' file/s in the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;-;Un fichero ha sido subido.;The user with id '31' has uploaded a file to the submission with id '94' in the assignment activity with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;Alumno11;Formulario de entrega visto.;The user with id '31' viewed their submission for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:51;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:47;Alumno24;-;Se ha visualizado el estado de la entrega.;The user with id '273' has viewed the submission status page for the assignment with course module id '257'.;85.137.102.2
22/02/2020 19:47;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '257'.;85.137.102.2
22/02/2020 19:47;Alumno24;Alumno24;Finalización de actividad de curso actualizada;The user with id '273' updated the completion state for the course module with id '257' for the user with id '273'.;85.137.102.2
22/02/2020 19:47;Alumno24;-;Curso visto;The user with id '273' viewed the course with id '39'.;85.137.102.2
22/02/2020 19:47;Alumno24;-;Curso visto;The user with id '273' viewed the course with id '39'.;85.137.102.2
22/02/2020 19:47;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '257'.;2.59.95.231
22/02/2020 19:47;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 19:46;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 19:46;Alumno24;-;Se ha visualizado el estado de la entrega.;The user with id '273' has viewed the submission status page for the assignment with course module id '232'.;85.137.102.2
22/02/2020 19:46;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '232'.;85.137.102.2
22/02/2020 19:46;Alumno24;-;Se ha enviado una entrega;The user with id '273' has submitted the submission with id '81' for the assignment with course module id '232'.;85.137.102.2
22/02/2020 19:46;Alumno24;Alumno24;Finalización de actividad de curso actualizada;The user with id '273' updated the completion state for the course module with id '232' for the user with id '273'.;85.137.102.2
22/02/2020 19:46;Alumno24;Alumno24;Entrega creada.;The user with id '273' created a file submission and uploaded '1' file/s in the assignment with course module id '232'.;85.137.102.2
22/02/2020 19:46;Alumno24;-;Un fichero ha sido subido.;The user with id '273' has uploaded a file to the submission with id '81' in the assignment activity with course module id '232'.;85.137.102.2
22/02/2020 19:46;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;Alumno24;Formulario de entrega visto.;The user with id '273' viewed their submission for the assignment with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;Alumno24;Formulario de entrega visto.;The user with id '273' viewed their submission for the assignment with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;-;Se ha visualizado el estado de la entrega.;The user with id '273' has viewed the submission status page for the assignment with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;-;Módulo de curso visto;The user with id '273' viewed the 'assign' activity with course module id '232'.;85.137.102.2
22/02/2020 19:45;Alumno24;-;Curso visto;The user with id '273' viewed the course with id '39'.;85.137.102.2
22/02/2020 19:20;Alumno12;-;Curso visto;The user with id '266' viewed the course with id '39'.;85.137.125.12
22/02/2020 19:20;Alumno12;-;Se ha visualizado el estado de la entrega.;The user with id '266' has viewed the submission status page for the assignment with course module id '232'.;85.137.125.12
22/02/2020 19:20;Alumno12;-;Módulo de curso visto;The user with id '266' viewed the 'assign' activity with course module id '232'.;85.137.125.12
22/02/2020 19:20;Alumno12;-;Curso visto;The user with id '266' viewed the course with id '39'.;85.137.125.12
22/02/2020 16:17;Alumna8;-;Se ha visualizado el estado de la entrega.;The user with id '63' has viewed the submission status page for the assignment with course module id '232'.;84.78.26.200
22/02/2020 16:17;Alumna8;-;Módulo de curso visto;The user with id '63' viewed the 'assign' activity with course module id '232'.;84.78.26.200
22/02/2020 16:17;Alumna8;-;Curso visto;The user with id '63' viewed the course with id '39'.;84.78.26.200
22/02/2020 16:17;Alumna8;-;Módulo de curso visto;The user with id '63' viewed the 'quiz' activity with course module id '255'.;84.78.26.200
22/02/2020 16:16;Alumna8;-;Módulo de curso visto;The user with id '63' viewed the 'quiz' activity with course module id '255'.;84.78.26.200
22/02/2020 16:13;Alumno4;-;Curso visto;The user with id '262' viewed the course with id '39'.;95.60.99.15
22/02/2020 12:23;Alumno2;-;Se ha visualizado el estado de la entrega.;The user with id '252' has viewed the submission status page for the assignment with course module id '257'.;188.85.142.160
22/02/2020 12:23;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '257'.;188.85.142.160
22/02/2020 12:23;Alumno2;-;Curso visto;The user with id '252' viewed the course with id '39'.;188.85.142.160
22/02/2020 12:22;Alumno2;-;Se ha enviado una entrega;The user with id '252' has submitted the submission with id '100' for the assignment with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;Alumno2;Entrega creada.;The user with id '252' created a file submission and uploaded '1' file/s in the assignment with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;-;Un fichero ha sido subido.;The user with id '252' has uploaded a file to the submission with id '100' in the assignment activity with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;Alumno2;Formulario de entrega visto.;The user with id '252' viewed their submission for the assignment with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;-;Se ha visualizado el estado de la entrega.;The user with id '252' has viewed the submission status page for the assignment with course module id '257'.;188.85.142.160
22/02/2020 12:22;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '257'.;188.85.142.160
22/02/2020 12:21;Alumno2;-;Curso visto;The user with id '252' viewed the course with id '39'.;188.85.142.160
22/02/2020 12:02;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '232'.;2.59.95.231
22/02/2020 12:02;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 12:02;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'resource' activity with course module id '240'.;2.59.95.231
22/02/2020 12:02;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 12:02;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '232'.;2.59.95.231
22/02/2020 12:02;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '232'.;2.59.95.231
22/02/2020 12:01;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 12:01;Alumno11;-;Se ha visualizado el estado de la entrega.;The user with id '31' has viewed the submission status page for the assignment with course module id '257'.;2.59.95.231
22/02/2020 12:01;Alumno11;-;Módulo de curso visto;The user with id '31' viewed the 'assign' activity with course module id '257'.;2.59.95.231
22/02/2020 11:56;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
22/02/2020 11:02;Alumno21;-;Módulo de curso visto;The user with id '134' viewed the 'chat' activity with course module id '254'.;83.54.50.245
22/02/2020 11:02;Alumno21;-;Curso visto;The user with id '134' viewed the course with id '39'.;83.54.50.245
22/02/2020 11:01;Alumno21;-;Tema visto;The user with id '134' has viewed the discussion with id '16' in the forum with course module id '150'.;83.54.50.245
22/02/2020 11:00;Alumno21;-;Curso visto;The user with id '134' viewed the course with id '39'.;83.54.50.245
22/02/2020 9:32;Alumno7;-;Se ha enviado una entrega;The user with id '269' has submitted the submission with id '60' for the assignment with course module id '232'.;84.78.245.207
22/02/2020 9:32;Alumno7;Alumno7;Finalización de actividad de curso actualizada;The user with id '269' updated the completion state for the course module with id '232' for the user with id '269'.;84.78.245.207
22/02/2020 9:32;Alumno7;Alumno7;Entrega creada.;The user with id '269' created a file submission and uploaded '1' file/s in the assignment with course module id '232'.;84.78.245.207
22/02/2020 9:32;Alumno7;-;Un fichero ha sido subido.;The user with id '269' has uploaded a file to the submission with id '60' in the assignment activity with course module id '232'.;84.78.245.207
22/02/2020 9:32;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'assign' activity with course module id '232'.;84.78.245.207
22/02/2020 9:32;Alumno7;Alumno7;Formulario de entrega visto.;The user with id '269' viewed their submission for the assignment with course module id '232'.;84.78.245.207
22/02/2020 9:32;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'assign' activity with course module id '232'.;84.78.245.207
22/02/2020 9:31;Alumno7;-;Se ha visualizado el estado de la entrega.;The user with id '269' has viewed the submission status page for the assignment with course module id '232'.;84.78.245.207
22/02/2020 9:31;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'assign' activity with course module id '232'.;84.78.245.207
22/02/2020 9:31;Alumno7;-;Curso visto;The user with id '269' viewed the course with id '39'.;84.78.245.207
22/02/2020 9:31;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'quiz' activity with course module id '236'.;84.78.245.207
22/02/2020 8:46;Alumna25;-;Se ha visualizado el estado de la entrega.;The user with id '255' has viewed the submission status page for the assignment with course module id '232'.;176.84.181.12
22/02/2020 8:46;Alumna25;-;Módulo de curso visto;The user with id '255' viewed the 'assign' activity with course module id '232'.;176.84.181.12
22/02/2020 8:45;Alumna25;-;Curso visto;The user with id '255' viewed the course with id '39'.;176.84.181.12
22/02/2020 6:46;Alumno11;-;Curso visto;The user with id '31' viewed the course with id '39'.;2.59.95.231
21/02/2020 20:28;Alumno7;-;Curso visto;The user with id '269' viewed the course with id '39'.;185.197.90.35
21/02/2020 20:20;Alumno4;-;Curso visto;The user with id '262' viewed the course with id '39'.;31.177.98.58
21/02/2020 20:19;Alumno4;Alumno4;Finalización de actividad de curso actualizada;The user with id '262' updated the completion state for the course module with id '255' for the user with id '262'.;31.177.98.58
21/02/2020 20:19;Alumno4;-;Módulo de curso visto;The user with id '262' viewed the 'quiz' activity with course module id '255'.;31.177.98.58
21/02/2020 20:16;Alumno4;-;Curso visto;The user with id '262' viewed the course with id '39'.;31.177.98.58
21/02/2020 20:10;Alumno4;-;Curso visto;The user with id '262' viewed the course with id '39'.;31.177.98.18
21/02/2020 20:09;Alumno4;-;Módulo de curso visto;The user with id '262' viewed the 'quiz' activity with course module id '236'.;31.177.98.18
21/02/2020 20:09;Alumno2;-;Curso visto;The user with id '252' viewed the course with id '39'.;188.85.142.160
21/02/2020 20:09;Alumno2;-;Se ha visualizado el estado de la entrega.;The user with id '252' has viewed the submission status page for the assignment with course module id '232'.;188.85.142.160
21/02/2020 20:09;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '232'.;188.85.142.160
21/02/2020 20:08;Alumno2;-;Curso visto;The user with id '252' viewed the course with id '39'.;188.85.142.160
21/02/2020 20:05;Alumno2;-;Se ha visualizado el estado de la entrega.;The user with id '252' has viewed the submission status page for the assignment with course module id '232'.;188.85.142.160
21/02/2020 20:05;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '232'.;188.85.142.160
21/02/2020 20:05;Alumno2;Alumno2;Informe de notas de usuario visto;The user with id '252' viewed the user report in the gradebook.;188.85.142.160
21/02/2020 20:03;Alumno2;-;Se ha visualizado el estado de la entrega.;The user with id '252' has viewed the submission status page for the assignment with course module id '257'.;188.85.142.160
21/02/2020 20:03;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'assign' activity with course module id '257'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Finalización de actividad de curso actualizada;The user with id '252' updated the completion state for the course module with id '257' for the user with id '252'.;188.85.142.160
21/02/2020 20:03;Alumno2;-;Curso visto;The user with id '252' viewed the course with id '39'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Intento del cuestionario revisado;The user with id '252' has had their attempt with id '59' reviewed by the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Intento enviado;The user with id '252' has submitted the attempt with id '59' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Usuario calificado;The user with id '252' updated the grade with id '260' for the user with id '252' for the grade item with id '97'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Usuario calificado;The user with id '252' updated the grade with id '404' for the user with id '252' for the grade item with id '113'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Finalización de actividad de curso actualizada;The user with id '252' updated the completion state for the course module with id '255' for the user with id '252'.;188.85.142.160
21/02/2020 20:03;Alumno2;Alumno2;Resumen del intento de cuestionario visualizado;The user with id '252' has viewed the summary for the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:02;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:02;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:01;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:01;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:01;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:00;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:00;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 20:00;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 19:59;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 19:59;Alumno2;Alumno2;Intento de cuestionario visualizado;The user with id '252' has viewed the attempt with id '59' belonging to the user with id '252' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 19:59;Alumno2;Alumno2;Ha comenzado el intento;The user with id '252' has started the attempt with id '59' for the quiz with course module id '255'.;188.85.142.160
21/02/2020 19:59;Alumno2;Alumno2;Finalización de actividad de curso actualizada;The user with id '252' updated the completion state for the course module with id '255' for the user with id '252'.;188.85.142.160
21/02/2020 19:59;Alumno2;-;Módulo de curso visto;The user with id '252' viewed the 'quiz' activity with course module id '255'.;188.85.142.160
21/02/2020 19:31;Alumno7;-;Se ha visualizado el estado de la entrega.;The user with id '269' has viewed the submission status page for the assignment with course module id '232'.;185.197.90.35
21/02/2020 19:31;Alumno7;-;Módulo de curso visto;The user with id '269' viewed the 'assign' activity with course module id '232'.;185.197.90.35
21/02/2020 19:31;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
21/02/2020 19:30;Alumna3;-;Tema visto;The user with id '260' has viewed the discussion with id '16' in the forum with course module id '150'.;37.222.51.156
21/02/2020 19:29;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
21/02/2020 19:28;Alumna3;-;Se ha visualizado el estado de la entrega.;The user with id '260' has viewed the submission status page for the assignment with course module id '257'.;37.222.51.156
21/02/2020 19:28;Alumna3;-;Módulo de curso visto;The user with id '260' viewed the 'assign' activity with course module id '257'.;37.222.51.156
21/02/2020 19:27;Alumna3;-;Curso visto;The user with id '260' viewed the course with id '39'.;37.222.51.156
21/02/2020 19:27;Alumna3;-;Se ha enviado una entrega;The user with id '260' has submitted the submission with id '91' for the assignment with course module id '257'.;37.222.51.156
21/02/2020 19:27;Alumna3;Alumna3;Entrega creada.;The user with id '260' created a file submission and uploaded '1' file/s in the assignment with course module id '257'.;37.222.51.156
